id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
645,Reporter,Trade Publication,"70,000",Non-binary/White,7,"Washington, D.C.","Reporting, editing","Editorial position starting at $36k, reporting gigs at $47k and $52k, previous nonprofit jobs at $35k",Trade Publication,70000,,7,"Washington, D.C.",Reporter,
647,Reporter,Tribune,42000,cis white female,7.5,Virginia,daily and enterprise reporting covering local school districts,"reporter at BH Media (35k), fellowship at nonprofit (39k)",Tribune Publishing,42000,,7.5,Virginia,Reporter,
648,Reporter,Tribune,"50,000",cis female white,3,Orlando,"Report on breaking news and criminal justice, working on dailies and enterprise stories for a daily newspaper. Beat reporter for certain law enforcement agencies and jurisdictions.","Crime/Criminal Justice/breaking news reporting in Baton Rouge for 3 years, 39k-44k",Tribune Publishing,50000,,3,Orlando,Reporter,
649,Reporter,Tribune Publishing,"$33,500 ","white, bi, cis man",2,"Hampton Roads, Virginia",General assignment reporter with a 5-days-a-week cops shift.,Entry-level job. Non-journalism bachelor's degree & editor-in-chief of major state college newspaper. Previously intern ($10/hr).,Tribune Publishing,33500,,2,"Hampton Roads, Virginia",Reporter,
650,Homepage/social media editor,Tribune Publishing -- Chicago Tribune,"$51,000 ",Male / White,8,Chicago,"Edit homepage, post on institutional social accounts, cover breaking news, work with reporting teams to prepare projects for online success",,Chicago Tribune,51000,,8,Chicago,Audience/Social Editor,
651,Senior Interactive Producer,Tribune TV affiliate (before sale to Nexstar),"$51,000 ",white-cis-female,10,"Richmond, Va","content, independent reporting, minimal video editing, drone operation, social media channels, field producing","Started position at $36,000 in 2012, ended at $51,000 in 2018. Master's degree.",Tribune Publishing,51000,,10,"Richmond, Va",Senior Producter,
652,Digital Producer (part time),Tribute affiliate station,11.70/hr,White female,0,Midwest,"Manage station social pages, write up reporter packages for website, manage website","n/a, this was an entry-level position",Tribute,,x,0,Midwest,Digital Producer,
653,Editor in Chief,TripAdvisor Media Company,"110,000",Female,15,"Ewing, NJ","editing, writing, management team",,TripAdvisor Media Company,110000,,15,"Ewing, NJ",Editor in Chief,
654,Reporter,U.S. News,"$54,000 ",Cis white female,3,DC,Reporting a mix of daily news and enterprise stories,starting salary is $48k,U.S. News,54000,,3,"Washington, D.C.",Reporter,
655,Global Media Manager,Universal McCann,"85,000",Female/ Black,5,New York,"Account Management, Media Planning",,Universal McCann,85000,,5,New York City,Manager,
656,Editorial Production Assistant,University,"$48,000 ",Cis woman/East Asian,2,"Boston, MA","University calendar management, story production (layout, copy editing, photo selection, SEO headlines, heds/deks/summaries) via Wordpress, newsletter assembly (as needed), occasional writing/reporting, managing additional side projects (as needed)","2.5 years of post-college experience; 3.5 years of in-college experience
First ""real job"" post-college: Digital content coordinator (~$35,000/yr)
Current side gig: Freelancer for various publications ($600-$800/article) 
In between graduation and first job: Freelancer for Gatehouse media (~$50/article)
In college: Contributing writer ($50-$75/article)",University,48000,,2,"Boston, MA",Editorial Assistant,
658,Senior Writer,US News and World Report,"80,000",Male/White,11,"Washington, DC","Print reporting, some broadcast, a little editing",,US News and World Report,80000,,11,"Washington, DC",Senior Reporter,
662,Senior Video Producer,USA Today/Reviewed,"$50,000 ",cis-het white male,10+ years,Boston,"Shooting, editing, posting and managing video library and equipment","$25k - Production asst/Part time editor @ Gannett/WZZM13 Aug 2007
$30k - Videographer and 6pm/11pm news editor @ Gannett/WZZM13 2009
$40k - Video produer starting salary @ Gannett/Reviewed Nov 2011",USA Today,50000,,10,Boston,Senior Producer,
663,Editor,USA Today/Reviewed,"$50,500 ",cis white woman,2+,Boston,"Editing features and reviews, assigning articles, content planning, writing, testing",N/A,USA Today,50500,,2,Boston,Editor,
665,Video Production Manager,USA Today/Reviewed,"62,000 (in 2018)",cis white male,10,Boston,"Manage media team; produce, shoot, edit video; oversee media scheduling; develop photo/video strategy","45,000 (staff writer/video producer in 2008); 55,000 (video manager in 2014); left media industry in 2018",USA Today,62000,,10,Boston,Video Production Manager,
671,Senior Staff Writer,VICE,"$80,000 ",white woman,8,"Brooklyn, NY","daily blogging, features reporting","Staff Writer ($65,000), Freelance Contributor ($250/day), Staff Reporter ($62,000), Assistant Editor ($25/hour with 1.5x overtime), Copywriter ($35,000)",VICE,80000,,8,"Brooklyn, NY",Senior Reporter/Editor,
672,Senior Editor,VICE,"92,000",cis white man,9,LA,writing and editing stories from blogs to features,"started as a ""part time"" (lol) assistant making 23k in 2010",VICE,92000,,9,Los Angeles,Senior Editor,
674,Social Manager,VICE,"$76,000 ",Cis White Female,4,New York,"Planning/executing/reporting on paid social media campaigns
Managing social media marketing budget
Some social analytics
Some copywriting","Social Strategist - $275/day (contract)
Coordinator - $42k/year (contract)
Marketing Specialist - $40k/year (salaried, PDX)",VICE,76000,,4,New York City,Audience/Social Editor,
675,Senior Social Editor,VICE,"$65,000 ",cis white woman,6,Toronto,"Paid and organic social media publishing/marketing/strategy, copywriting, identifying trending stories","2016: $43K starting salary as Social Editor
2017: $52.5K union formed
2018: $56K raise
2019: $65K promotion",VICE,65000,,6,Toronto,Audience/Social Editor,
676,Digital Producer,VICE Media,"$74,000 ",cisgender woman / bi-racial (Latino/White),4,"New York, NY","Develop, shoot, and post produce content for VICE’s Video Player and YouTube Channel.","Associate Producer
Production Assistant",VICE,74000,,4,New York City,Digital Producer,
679,Audience,Vox Media,"$67,000 ",cis POC woman,3 years,DC,"build audience, social strategy, etc.",,Vox Media,67000,,3,"Washington, D.C.",Audience/Social ,
683,staff writer,Vox Media,"93,000",cis bi POC woman,14,DC,writing,,Vox Media,93000,,14,"Washington, D.C.",Reporter,
684,"Associate Producer, Podcasts",Vox Media,"$58,000/yr",cis POC male,2,New York City,"production, marketing, and logistics for various podcasts across our network and verticals","I was freelance, so basically zero dollars lol.",Vox Media,58000,,2,New York City,Producer,
686,Staff Writer,Vox Media,"$90,000 ",Male POC,7,"Washington, DC",Beat reporting and writing for news and features.,,Vox Media,90000,,7,"Washington, DC",Reporter,
688,Editor,Vox Media,"75,000",cis white female,7,"New York, NY","Manage and edit four writers, spearhead development of a vertical","Editor (newspaper), $85,000",Vox Media,75000,,7,New York City,Editor,
690,Senior Correspondent,Vox.com,"$113,300 ",cis-bi white male,7 yrs,DC,"just writing, mostly politics; longform and shorter week-to-week posts",,Vox Media,113300,,7,"Washington, D.C.",Senior Reporter,
691,Senior Correspondent,Vox.com,"$101,000 ",Cis Latin male,7,"Washington, DC",A lot of writing.,,Vox Media,101000,,7,"Washington, DC",Senior Reporter,
692,Reporter,Vox.com,"$85,000 ",cis white female,5,New York,"mostly writing, long features and quick hits",,Vox Media,85000,,5,New York City,Reporter,
693,Staff Writer,Wall Street Journal,"$85,000 ",POC female,7 years experience,LA,"writing, editing","Reporter at LA Times
$85,000 - 2018
$65,000 - 2015
$57,000 - 2014",Wall Street Journal,85000,,7,Los Angeles,Staff Writer,
695,National Correspondent,Wall Street Journal,"79,000","male, black",3,new york,writer and photographer covering breaking news and enterprise stories for the U.S. news team at the Journal,this is my first full time job after college. I previously completed fellowships at a number of national media outlets while in school,Wall Street Journal,79000,,3,New York City,Reporter,
699,Producer,WAMU,"$67,000 ",white cis female,3,DC,"pitching ideas, booking guests, writing scripts, interviewing, recording field audio, editing and mixing audio, managing audience engagement","media internship x4: $0-$12.50/hr, no benefits
unpaid freelancer
freelance producer: $30/hr, no benefits
freelance producer: $20/hr, no benefits
part-time producer: $30/hr, no benefits
full-time temp producer: $32/hr, benefits",WAMU,67000,,3,"Washington, D.C.",Producer,
700,Reporter,Washington Business Journal,"$64,000 ",White cis male,5,"Washington, D.C.",Writing daily stories alongside long-form pieces and investigative work,,Washington Business Journal,64000,,5,"Washington, D.C.",Reporter,
701,Staff writer,Washington Post,"150,000",POC Cis Male,13,DC,,,Washington Post,150000,,13,"Washington, D.C.",Reporter,
702,Data Reporter,Washington Post,"$125,000 ",cis-het POC male,7,"Washington, D.C.","data analysis, graphics, reporting, writing","Came on at $90,000 after working as an editor and obtained current salary after two rounds of negotiations with competing job offers.",Washington Post,125000,,7,"Washington, D.C.",Data Reporter,
703,Photo Editor,Washington Post,"75,000",Female/White,7,Washington DC,"Hire freelancers around the globe, produce and edit multiple shoots weekly, fulfill photo requests for multiple departments, manage handout images, create visual briefs, handle copyright issues with the legal team.","Freelance ($100-$250 day rate depending on the client and task) 
Associate photo editor at a daily paper (~50K)
Photo editor at an online publication (60K)
Senior producer at a start up production company (65K)",Washington Post,75000,,7,Washington D.C.,Photo Editor,
707,University Photographer,Western Carolina University,"34,000",Female/White,4,"Cullowhee, NC","Photographing events, sports, portraits, photo stories, PA for video, some video, editorial work, etc.","Part time- $15 per hour 
Freelance- $250.00- $650.00/ Day rate",Western Carolina University,34000,,4,"Cullowhee, NC",Photojournalist,
708,Audio producer,WHYY,"52,000",White cis female,3,Philadelphia,"Produce daily news podcast (pitch ideas, book shows and guests, edit interviews, occasional reporting)","Associate producer, temp. producer, production intern",WHYY,52000,,3,Philadelphia,Producer,
709,Associate editor,Wine Spectator,"$60,000 ",Cis female / White,6,New York,Writing and editing,,Wine Spectator,60000,,6,New York City,Editor,
718,Senior Staff Writer,Wirecutter,"80,500",cis mixed-race woman,14,New York City,"writing, editing, on camera talent, photo styling, script writing, video producing, interior design, product testing, mentoring","starting 62,000 as staff writer",Wirecutter,80500,,14,New York City,Senior Reporter,
720,Staff writer,Wirecutter,"66,000",Cis/White,9,"New York, NY","Writing, editing, product testing, video producing, set decorating, script writing and producing, on camera work, interior design","Assistant staff writer, 44,000",Wirecutter,66000,,9,New York City,Reporter,
724,Staff Writer,Wirecutter / NYT,"70,000",cis white female,3.5,New York City,"Research, testing, writing","$53,000 / Hearst",Wirecutter,70000,,3.5,New York City,Reporter,
726,Lead Editor,Wirecutter/NYT,"$85,500 ",cis white male,"14 in journalism of some sort, 11 sole source of income, 5 of editing specifically",Greater LA area,"-Section planning and assignments
-regular check-ins with writers during research/testing/writing
-multiple rounds of draft editing with writer
-multiple rounds of editing with sr editor
-final edits from copyedit/production
-weekly writer check-ins
-mentorship","Hired at essentially same role in 2014 for 78k, freelance prior",Wirecutter/NYT,85500,,14,Los Angeles,Managing Editor,
729,Associate Photo Editor (WFH),WIRED,$20-25 hourly,CIS Female / Hispanic,1,San Francisco California,"Crop images for home page, purchase wire art when needed, photograph special tech related events such as product launches, photograph products being reviewed, occasionally make portraits of relevant people",Job prior was not in media $15/hr same region,WIRED,,x,1,San Francisco California,Photo Editor,
730,Photo Editor,Wired,"65,000",cis male / Vietnamese,2,San Francisco,"photo editing, photo research, photo producing","associate photo editor @ Wired: $24/hr
photo researcher @ Wired: $20/hr
research fellow (fact-checking) @ Wired: $15/hr
editorial intern (fact-checking + web production) @ The Nation: $15/hr",WIRED,65000,,2,San Francisco,Photo Editor,
733,News Editor,Wyoming Tribune Eagle,"36,000",Cis White Male,3,"Cheyenne, Wyoming",Oversee the copy desk. Lead team to produce daily newspaper and special publications.,,Wyoming Tribune Eagle,36000,,3,"Cheyenne, Wyoming",Editor,
734,Digital Producer,Yahoo Canada,$30/hour (CAD),"cis female, white",7,Toronto,"writing, editing, videos",,Yahoo Canada,,x,7,Toronto,Digital Producer,
736,Senior Political Editor,,"$75,000 ",cis-het Black woman,6,Los Angeles,I do EVERYTHING,,,75000,,6,Los Angeles,Senior Editor,
737,News Applications Developer,,70000,cis white female,1,DC,"visualizations, interactives, data analysis, web development","Started at 65,000",,70000,,1,"Washington, D.C.",Designer/Developer,
740,Associate Video Producer,,"$46,000 ",White Cis Male,3.5,New York,"Produce, shoot, livestream, edit, post, and write copy for all videos on website",Discovery Channel: Digital Associate Producer - $18/hr,,46000,,3.5,New York City,Porducer,
742,Story Editor,,"$87,980 ",cis POC female,2.5,DC,"Assigning and editing stories (including developmental and line edits), primarily responsible for two reporters on my team",Associate editor: $70K,,87980,,2.5,"Washington, D.C.",Editor,
743,assistant audience editor,,75000,male poc,1.5,new york city,"edit, report, manage social channels, manage projects","propublica fellow (47k), atlantic fellow (35k)",,75000,,1.5,New York City,Audience/Social Editor,
744,Reporter,,"60,000",cis white woman,6,"Oregon (city, not Portland)","Education coverage, mix of daily articles and enterprise/investigative work, data reporter and wrangler, also help with social media and general admin stuff bc we're a tiny newsroom","Formerly a beat reporter in Spokane, WA at $37k a year, before that beat reporter in rural Washington daily paper, $29k",,60000,,6,Oregon,Reporter,
745,Social Media Manager,,"53,000",cis black female,2,"Washington, D.C.","Manages content and strategy for three social media accounts, works with writers on social copy and visual elements to accompany stories, tracks website and analytics, leads special projects and creates all video content. Edits daily articles and writes 1-4 stories a week.",First job out of college. Has a masters degree.,,53000,,2,"Washington, D.C.",Audience/Social Editor,
746,Managing Editor,,"50,200","Female, caucasian",3.5,Vancouver,"Overseeing a team of 2-3 people, setting deadlines, editing work, assisting in article structuring, writing titles, reporting","Previous title, staff writer @ 33,800 and Senior editor at 42,000 (starting)",,50200,,3.5,Vancouver,Managing Editor,
747,Digital Media Manager,,58000,CIS White Female,2,Washington DC,"Manage small advertising team under director of advertising, work with clients/account teams, write reports, set up client dashbords, and sometimes book TV, print and radio buys. A little bit of everything.",,,58000,,2,Washington D.C.,Managing Editor,
748,Team leader / editor,Star Tribune,"$80,000 ",cis hetero white woman,9,Minneapolis,graphics and data for print and online,68k-ish when I started here 5 years ago doing lots of digital production and social media,Star Tribune,80000,,9,Minneapolis,Editor,
749,Senior Editor,Conde Nast,"$90,000 ",Cis white female,5,New York City,"Editing, assigning, managing full-time and freelance writers",,Conde Nast,90000,,5,New York City,Senior Editor,
750,News Assistant,CNN,$18.75 ,Non-binary/white,2,New York City,Newsgathering and producing,,CNN,,x,2,New York City,Editorial Assistant,
751,Associate Producer,Business Insider,"$53,000 ",Asian American,2,New York,"Script writer, shooter, editor, animator, voice over artist","Associate Producer Year 1 - $50,700
Intern - $13/hour",Business Insider,53000,,2,New York City,Producer,
752,Senior Producer,Comcast NBC Universal,"80,000",Male,8,"Los Angeles, CA","Produce television segments for live, daily TV show","Segment producer 70,000, Associate Producer 56,000",Comcast NBC Universal,80000,,8,"Los Angeles, CA",Senior Producer,
753,Business Channel Director,MJH Life Sciences,"$62,000 ",White,20,"Lenexa, Kansas","Editing, writing, programming events",,MJH Life Sciences,62000,,20,"Lenexa, Kansas",Managing Editor,
754,Assistant editor,Los Angeles magazine,"37,000",White CIS woman,4,Los Angeles magazine,"I cover housing, homelessness, labor, public policy, and other topics for web",,Los Angeles magazine,37000,,4,Los Angeles,Deputy Editor,
755,reporter,McClatchy,"35,000",cis white female,5,St. Louis metro area,"beat reporting, photo, video, social media scheduling and copy",,McClatchy,35000,,5,St. Louis,Reporter,
756,Senior producer,AJ+,85000,,10,California,,,AJ+,85000,,10,California,Senior Producer,
758,Reporter,LA Times,"89,250",Cishet White Man,9,Los Angeles,Report breaking news+enterprise (mostly enterprise),Got a 5% raise once we got our union contract,LA Times,89250,,9,Los Angeles,Reporter,
760,Director,Hearst,"$95,000 ",white cis female,15,"New York, NY","writing and editing for print and digital, strategy, assigning, managing, overseeing budget, etc.","Director, $97,500; Senior Features Editor, $80,000, Senior Editor, $60,000 etc.",,95000,,15,"New York, NY",Reporter/Editor,
763,Senior Producer,The Washington Post,"100,000",cis white gay man,5,Washington DC,daily operations for a news show,"86,000 Senior Producer, WNYC Studios
75,000 producer wnyc studios
Various freelance / fellowship work before then",,100000,,5,Washington DC,Senior Producer,
764,Associate Producer,NBC News,60K,female hispanic,3,Miami,"field producing, newsgathering, translating, DJing, live shot coordinations, logging, gathering footage for daily package, pre interviewing, interviewing, booking, social media newsgathering","production assistant, associate producer paid as intern, intern",,60000,,3,Miami,Producer,
767,Social Media Coordinator,Khoros,"45,000",cis white female,4,"Austin, TX",social media management and reporting,"marketing coordinator (12/hr), social media intern (15/hr)",,45000,,4,"Austin, TX",Audience/Social Editor,
769,Associate Podcast Producer,Endeavor,$325/a day,Queer / Black,3,The Bronx,"Writing preps & scripts, booking guests, cutting tape",,,,x,3,The Bronx,Producer,
772,Graphics reporter,Washington Post,100000,Cis white male,3,"Washington, D.C.","Data visualization, web development","32000 - copy editor
68000 - graphics reporter",,100000,,3,"Washington, D.C.",Graphics Reporter,
773,Associate Editor,Ogden Newspapers,"18,000","CIS Male, white",2,Michigan,"Write, paginate, train, manage freelancers, social media, photography... It's a small newsroom, I do it all.","Started as staff reporter in the same location after working as an editor and reporter at college paper and a one-semester internship with a non-profit. Other work experience is outside the field, but fairly extensive.",,18000,,2,Michigan,Editor,
774,Afternoon Editor,WTOP,"$73,000 ",White female,4,"Washington, D.C.",lead producer,,,73000,,4,"Washington, D.C.",Editor,
775,Reporter,Boston Globe,"80,000",Cis white woman,6,Boston MA,Reporting and writing,,,80000,,6,Boston MA,Reporter,
776,Beat Reporter,KPCC,72000,Cis Male/Latino,5,Los Angeles,Enterprise and assignment reporting for radio & web. Multiple filings weekly,,,72000,,5,Los Angeles,Beat Reporter,
777,Photographer,Lee Enterprises,"35,000",Male,4,Nebraska,Photographer,"Photographer in Lee Iowa, $31,000",,35000,,4,Nebraska,Photojournalist,
778,reporter/producer,whyy,"53,500",nonbinary/asian,6,philadelphia,"pitch, report, write and produce audio features + help edit weekly podcast",permalancer (digital & print) - $35k,,53500,,6,philadelphia,Reporter,
779,Reporter,Digital First Media,27K,White cis woman,4,California,Daily and enterprise reporter,60K in DC,,27000,,4,California,Reporter,
780,Reporter,Los Angeles Times,"$89,000 ",cis white woman,10,Los Angeles,beat/enterprise reporting,,,89000,,10,Los Angeles,Reporter,
782,reporter/producer,whyy,"53,500",nonbinary/afab/east asian,6,philadelphia,"pitch, report, write and produce audio features + help edit weekly podcast",permalancer (digital & print) - $35k,,53500,,6,philadelphia,Reporter,
783,Sports editor,Washington Post,"58,000",White cis woman,8,"Washington, DC",Put out a sports section; not a people manager,,,58000,,8,"Washington, DC",Editor,
784,Senior Social Manager,Condé Nast,"75,000",cis white male,,New York City,,,,75000,,,New York City,Audience/Social Editor,
786,Managing editor,Family-owned,"47,250",cis male,7,Iowa,"I help oversee multiple newspapers, cover meetings, write stories, manage staff and act as the company's digital editor.","Business writer, staff writer, staff writer",,47250,,7,Iowa,Managing Editor,
787,Associate Editor,BH Media,"$35,000 ",Cis white woman,5,Nebraska,"Pitching, assigning, writing, and editing content for special sections; managing seven regular freelancers and others as needed; coordinating, creating, and responding to social media; designing and editing daily copy and pages; uploading all daily content to the web.","Copy Editor/Page Designer, $32,000",,35000,,5,Nebraska,Editor,
788,Staff editor,Small trade publication,"$66,000 (plus bonus), 10 days PTO per year",cis het caucasian male,10,"Washington, D.C.","Write at least one story per day about technology policy, assign and edit one other staff writer, compose daily newsletter, staff company events not necessarily connected to beat","$60,000 (starting salary at current company); $52,000 (final salary as staff writer for regional magazine); $45,000 (final salary as editor-in-chief of local news website); $36,000 (starting salary at local news website)",,66000,,10,"Washington, D.C.",Editor,
789,Weekend Anchor/Producer and MMJ,KAUZ,"29,000",Cis white male,2,Texas,"Produce two newscasts on Saturdays and Sundays, report three times a week and fill-in as producer or anchor as needed.",,,29000,,2,Texas,Anchor,
790,Prep sports reporter,The Commercial Dispatch,"$29,000 ",White male,0,"Columbus, Mississippi","High school sports reporting, page design and editing",May college graduate,,29000,,0,"Columbus, Mississippi",Beat Reporter,
791,Freelance Podcast Editor,Marvel Entertainment,$50/hour (1099),cis white woman,4,New York,"Edit podcast content in Pro Tools (making editorial decisions, not much audio engineering)",,,,x,4,New York,Freelance,
792,Freelance Writer,Self-Employed,"12,000",cis black female,3,"New York, New York","Writing reviews, essays and interviews",,,12000,,3,"New York, New York",Freelance,
795,News Associate,NBC News,"$17.50/hour with 1.5x the hourly rate for any time greater than 40 hours per week. $6,000 starting bonus.",Male/Middle Eastern,0,"New York City, NY",Research,Student,,,x,0,"New York City, NY",Research Assistant,
796,Creative Services/Promotions Producer,Gray Television (specific station withheld),"$32,000 USD",Male/Caucasian,13,Virginia,"Write, shoot, edit, post-production, etc. commercials for local businesses. Also work on various promotional initiatives for the station to inform viewers of newscasts, events, contests, and products we offer. De facto manager on several occasions when my manager was on maternity leave, which also included billing, department strategy, and assigning tasks to other employees.",,,32000,,13,Virginia,Producer,
797,staff writer,conde nast,95000,cis white female,8,new york,reporting and writing,"vice deputy editor, 100k",,95000,,8,new york,Reporter,
799,Designer,Bustle Digital Group,"$62,000 ",cis white woman,3,"New York, NY",,"$52,500 - Design Assistant",,62000,,3,"New York, NY",Designer/Developer,
800,Associate Editor,Entertainment website,55000,"cis female, Middle Eastern",8,Los Angeles,"Breaking news coverage, social media posts, writing and editing articles, SEO for articles","Lead editor at lifestyle website - 55,000
Copywriter - 65,000 at a startup, then 85,000 at a large brand
Lead editor at pop culture website under Meredith - 75,000",,55000,,8,Los Angeles,Editor,
801,Regional editor,Patch,"42,000",Cis het white male,1,Seattle,,N/A (entry-level),,42000,,1,Seattle,Managing Editor,
802,Senior Editor,Bustle Digital Group,105k,White Cis Female,10,New York,,,,105k,,10,New York,Senior Editor,
803,Senior Social Strategist,Fullscreen,85000,cis white male,4,Los Angeles,new business development and media strategy,,,85000,,4,Los Angeles,Audience/Social ,
807,Newsroom Developer,The San Francisco Chronicle,90000,"He/Him, Bengali",3,"Bay Area, United States",Develop design enterprise stories and templates for digital platforms,"Interactive producer: 85000 salary
Designer: 60000 1yr contract
Producer: 47500 1yr contract / part time
Producer: $20/hr contractor / part time",,90000,,3,San Francisco,Designer/Developer,
808,Reporter,Lee Enterprises,"35,000",cis white female,3,"Munster, IN","General assignment reporting: government, features, community, etc.",,,35000,,3,"Munster, IN",Reporter,
809,Radio news Anchor,Iheartmedia,"35,000",White female,35,Louisville,"Reporting stories, anchoring radio news",,,35000,,35,Louisville,Anchor,
810,Digital editor,The Gazette,"$42,420 ",cis white male,4.5,"Cedar Rapids, Iowa","Graphics/video/podcast production, copyediting, social media, breaking news","Hired at $39,000",,42420,,4.5,"Cedar Rapids, Iowa",Editor,
811,Managing editor,Outdoor Content-Driven Website,"30,000","CIS female, caucasian",7,Montana,"Writing features and news, editing, curating content, managing writing team, social media, content mapping and planning","Senior Editor for local magazine (20k/year), Inside sales for outdoor apparel (40k/year)",,30000,,7,Montana,Managing Editor,
812,Reporter,McClatchy,"46,000","cis, het, white, female",7,California,,,,46000,,7,California,Reporter,
813,Page designer,Lee Enterprises,"35,000",cis white female,3,"Munster, IN","Communicate and troubleshoot with editors, reporters; design newspages for a variety of publications; copy edit page content; use Photoshop, InDesign, etc.",,,35000,,3,"Munster, IN",Page designer,
814,reporter,The Wall Street Journal,130000,cis white female,8,San Francisco,,,,130000,,8,San Francisco,Reporter,
815,Digital writer,Cox Media Group,"$54,500 ",Cisgender female/African American,4,Atlanta,"Monitor and report on breaking news, viral and trending news, severe weather, photo galleries, politics, entertainment for company's local sites on a national level.",,,54500,,4,Atlanta,Reporter,
816,Reporter,The Post and Courier,38000,White cis male,8,"Charleston, S.C.",,,,38000,,8,"Charleston, S.C.",Reporter,
817,Social Media Fellow,Business Insider,$18 p/h,cis black woman,4,New York,,,,,x,4,New York,Fellow,
818,Reporter,Wall Street Journal,"$115,000 ",Female,9,"Washington, DC",,,,115000,,9,"Washington, DC",Reporter,
819,Senior Food Editor,Meredith,"$78,600 ",Female/Asian American,8,New York City,"assign and edit features including covers, work with multiple teams to conceptualize and execute packages",,,78600,,8,New York City,Senior Editor,
821,Senior Editor,Metropolis,75000,Female / Biracial Asian American,3,New York City,pitching and editing design and architecture stories from staff and freelancers for a monthly print magazine; reporting and writing for the print magazine and website; attending industry events; representing the magazine at its event series (panels etc.),Freelance writer,,75000,,3,New York City,Senior Editor,
822,Reporter,Report for America,"$40,000 ",cis white female,3.5,California,"Beat reporting (dailies and enterprise), working in a class","Started at $12.50 as a local reporter in 2016, got a $2 raise in 2018",,40000,,3.5,California,Reporter,
824,Account Manager,CitizenNet,70000,"F, African American",3,Los Angeles,"Manage Social Media Advertising for Conde Nast Consumer Marketing, Reporting,",$70K Project Manager Digital Advertising and Analytics,,70000,,3,Los Angeles,Account Manager,
827,Reporter,CQ Roll Call,"$48,000 ",Cis White Male,2,"Washington, DC",,Freelancer,,48000,,2,"Washington, DC",Reporter,
829,Digital Producer,PBS Affiliate,"$42,000 ",CIS White Female,3,Salt Lake City,"Project manage team of producers/marketing personnel for ongoing digital series, host, shoot and edit video/photo, write blog posts/social copy, strategize content.",,,42000,,3,Salt Lake City,Digital Producer,
831,Sports reporter,Small Oregon Daily,"29,000 pretax",White cis bi female,3,Southern Oregon,"I manage production of our daily sports pages, run our sports social media accounts and produce content when I can",AJC Sports intern 12.5/hour,,29000,,3,Oregon,Beat Reporter,
832,Editor in Chief,Alt Weekly,"$70,000 ",CiS white male,8,San Francisco,"Reporting, Editing all stories, Assigning almost all stories, helping with social media, running website, coordinate/manage freelancers, manage freelance budget","60,000",,70000,,8,San Francisco,Editor in Chief,
833,Editor,Small town paper,25000,Male white,10,Georgia,Editor that doubles as a reporter and other managerial duties,,,25000,,10,Georgia,Editor,
835,Writer,Nonprofit News Site,"60,000",Cis POC Woman,2,New York City,,Web Producer $41-45K,,60000,,2,New York City,Reporter,
836,Staff reporter,Forbes,"$50,500 ",White ciswoman,4,San Francisco,"Reporting features, writing online stories, research for net worth lists",Hired for the role at $40K,,50500,,4,San Francisco,Reporter,
837,Associate Photo Editor,TIME,"$68,000 ",Cis white female,3,New York,"Assigning photographers for print and online stories, working on feature stories, portraits, and TIME covers. Shoot production for large scale projects. Website photo production for large scale projects. Photographing for magazine. Training all non photo editorial staff on photo best practices/photo research. Live event editing. Creating photo illustrations. Breaking news coverage.","Intern - $17 and hour / Multimedia Editor -$55,000",,68000,,3,New York,Photo Editor,
838,Commerce editor,CBS Interactive,"$70,000 ",cis white female,4,New York,Section head overseeing all commerce content creation,"Web producer, editorial assistant, internships",,70000,,4,New York,Editor,
840,Staff Reporter,Toronto Star,17/hr,white cis woman,3.5,Toronto,"Daily news reporting, writing most often about crime, like shootings and stabbings. Also a generalist reporter.","900/month, editor in chief at a student newspaper in Montreal",,,x,3.5,Toronto,Reporter,
841,reporter,Victoria Advocate,"35,000",cis white woman,4,South Texas,"Reporting and writing news stories. Usually expected to publish a story every day while working on longer term enterprise stories, plus some random extra CMS/social media/website/video chores.","42,500 as a local editor/reporter at Patch; hourly as an intern/researcher before that",,35000,,4,Texas,Reporter,
842,Community reporter,Part of a larger company,"36,000",Cis POC Male,6,Los Angeles,Deal with multiple agencies as part of beat that can range from long term work to breaking news. Expected to file four to six stories in a given week.,Previously paid similar salary in similar role at smaller paper.,,36000,,6,Los Angeles,Community reporter,
843,Associate Editor,Dwell Magazine,45000,cis white female,2,San Francisco,,Editorial Assistant - 40000,,45000,,2,San Francisco,Editor,
844,Reporter,The Wall Street Journal,"$75,000 ",cis white female,3,New York City,Reporting breaking news and writing features,"First Job: $50K, Second job: $50K to $65K over two years at second job (increased salary thanks to union membership + a job offer from a different publication)",,75000,,3,New York City,Reporter,
845,Researcher/Archivist,Hearst,"47,000","Female, white",4,San Antonio,,,,47000,,4,San Antonio,Research Editor,
846,Project Manager,BuzzFeed,72000,Female / White,1.5,New York,"Handle execution of projects between editorial and business team that fall within the scope of affiliate shopping content, branded content, and strategic partnerships","Product Coordinator - $55,000",,72000,,1.5,New York,Project Manager,
847,Desk Assistant,ABC News,$18/hour plus overtime,WOC,,"Washington, DC",,,,,x,,"Washington, DC",Editorial Assistant,
